article_id,language,content
300,Marathi,"300. दावे आणि कार्यवाही
(१) भारताचे राज्यपाल केंद्राच्या नावाने खटला भरू शकतात किंवा खटला दाखल करू शकतात आणि एखाद्या राज्याचे सरकार राज्याच्या नावाने खटला भरू शकते किंवा खटला दाखल करू शकते आणि संसदेच्या कायद्याद्वारे किंवा या राज्यघटनेने प्रदान केलेल्या अधिकारांच्या आधारे अधिनियमित केलेल्या अशा राज्याच्या विधानमंडळाच्या कोणत्याही तरतुदींच्या अधीन राहून, त्यांच्या सारख्या प्रकरणांमध्ये पुन्हा खटला दाखल केला जाऊ शकतो. जर ही राज्यघटना लागू केली गेली नसती तर भारत आणि संबंधित प्रांत किंवा संबंधित भारतीय राज्यांनी खटला दाखल केला असता किंवा खटला दाखल केला असता.
(२) जर या संविधानाच्या प्रारंभाच्या वेळी
(a) कोणतीही कायदेशीर कार्यवाही प्रलंबित आहे ज्यासाठी भारताचे अधिराज्य एक पक्ष आहे, त्या कार्यवाहीमध्ये भारतीय संघराज्य हा अधिराज्याचा पर्याय आहे असे मानले जाईल; आणि
(b) कोणतीही कायदेशीर कार्यवाही प्रलंबित आहे ज्यासाठी प्रांत किंवा भारतीय राज्य पक्ष आहे, संबंधित राज्य त्या कार्यवाहीमध्ये प्रांत किंवा भारतीय राज्यासाठी बदलले गेले आहे असे मानले जाईल प्रकरण IV मालमत्तेचा अधिकार"
300,English,"300. A Persons not to be deprived of property save by authority of law No person shall be deprived of his property save by authority of law PART XIII TRADE, COMMERCE AND INTERCOURSE WITHIN THE TERRITORY OF INDIA"
300,Hindi,"300. कानून के अधिकार के अलावा किसी भी व्यक्ति को उसकी संपत्ति से वंचित नहीं किया जाएगा, कानून के अधिकार के अलावा किसी भी व्यक्ति को उसकी संपत्ति से वंचित नहीं किया जाएगा, भाग XIII भारत के क्षेत्र के भीतर व्यापार, वाणिज्य और इंटरकोर्स"
300,Tamil,"300. ஒரு நபர் சட்டத்தின் அதிகாரத்தின் மூலம் சொத்துக்களை இழக்கக்கூடாது, சட்டத்தின் அதிகாரத்தின் மூலம் எந்தவொரு நபரும் அவரது சொத்தை இழக்கக்கூடாது. பகுதி XIII இந்திய எல்லைக்குள் வர்த்தகம், வர்த்தகம் மற்றும் உடலுறவு"
300,Marathi,Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know.
301,English,"301. Freedom of trade, commerce and intercourse Subject to the other provisions of this Part, trade, commerce and intercourse throughout the territory of India shall be free"
301,Hindi,"301. व्यापार, वाणिज्य और संभोग की स्वतंत्रता इस भाग के अन्य प्रावधानों के अधीन, भारत के पूरे क्षेत्र में व्यापार, वाणिज्य और संभोग स्वतंत्र होंगे"
301,Tamil,"301. வர்த்தகம், வர்த்தகம் மற்றும் உடலுறவு சுதந்திரம் இந்த பகுதியின் மற்ற விதிகளுக்கு உட்பட்டு, இந்திய எல்லை முழுவதும் வர்த்தகம், வர்த்தகம் மற்றும் உடலுறவு இலவசம்"
301,Marathi,"301. व्यापार, वाणिज्य आणि संभोगाचे स्वातंत्र्य या भागाच्या इतर तरतुदींच्या अधीन राहून, भारताच्या संपूर्ण प्रदेशात व्यापार, वाणिज्य आणि परस्परसंबंध मुक्त असतील."
302,English,"302. Power of Parliament to impose restrictions on trade, commerce and intercourse Parliament may by law impose such restrictions on the freedom of trade, commerce or intercourse between one State and another or within any part of the territory of India as may be required in the public interest"
302,Hindi,"302. व्यापार, वाणिज्य और संभोग पर प्रतिबंध लगाने की संसद की शक्ति संसद कानून द्वारा एक राज्य और दूसरे राज्य के बीच या भारत के क्षेत्र के किसी भी हिस्से के भीतर व्यापार, वाणिज्य या संभोग की स्वतंत्रता पर ऐसे प्रतिबंध लगा सकती है जो सार्वजनिक हित में आवश्यक हो।"
302,Tamil,"302. வர்த்தகம், வர்த்தகம் மற்றும் உடலுறவு ஆகியவற்றில் கட்டுப்பாடுகளை விதிக்கும் நாடாளுமன்றத்தின் அதிகாரம், ஒரு மாநிலத்திற்கும் மற்றொரு மாநிலத்திற்கும் இடையே அல்லது இந்தியப் பிரதேசத்தின் எந்தப் பகுதிக்கும் இடையேயான வர்த்தகம், வர்த்தகம் அல்லது உடலுறவு சுதந்திரத்தின் மீது சட்டத்தின் மூலம் பொது நலன் கருதி நாடாளுமன்றம் அத்தகைய கட்டுப்பாடுகளை விதிக்கலாம்."
302,Marathi,"302. व्यापार, वाणिज्य आणि परस्परसंबंधांवर निर्बंध लादण्याचा संसदेचा अधिकार संसद कायद्याद्वारे सार्वजनिक हितासाठी आवश्यक असेल त्याप्रमाणे एक राज्य आणि दुसरे किंवा भारताच्या प्रदेशाच्या कोणत्याही भागामध्ये व्यापार, वाणिज्य किंवा परस्परसंबंध यांच्या स्वातंत्र्यावर असे निर्बंध लादू शकते."
303,English,"303. Restrictions on the legislative powers of the Union and of the States with regard to trade and commerce
(1) Notwithstanding anything in Article 302, neither Parliament nor the Legislature of a State shall have power to make any law giving, or authorising the giving of, any preference to one State over another, or making, or authorising the making of, any discrimination between one State and another, by virtue of any entry relating to trade and commerce in any of the Lists in the Seventh Schedule
(2) Nothing in clause ( 1 ) shall prevent Parliament from making any law giving, or authorising the giving of, any preference or making, or authorising the making of, any discrimination if it is declared by such law that it is necessary to do so for the purpose of dealing with a situation arising from scarcity of goods in any part of the territory of India"
303,Hindi,Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know.
303,Tamil,"303. வர்த்தகம் மற்றும் வர்த்தகம் தொடர்பாக யூனியன் மற்றும் மாநிலங்களின் சட்டமியற்றும் அதிகாரங்கள் மீதான கட்டுப்பாடுகள்
(1) உறுப்புரை 302 இல் எது இருந்தபோதிலும், வர்த்தகம் மற்றும் வணிகர்களின் எந்தவொரு நுழைவின் காரணமாக, ஒரு மாநிலத்திற்கு மற்றொரு மாநிலத்திற்கு எந்த முன்னுரிமையையும் வழங்குவதற்கு அல்லது வழங்குவதற்கு அல்லது அதிகாரம் வழங்குவதற்கு அல்லது அதிகாரம் வழங்குவதற்கு பாராளுமன்றத்திற்கோ அல்லது ஒரு மாநிலத்தின் சட்டமன்றத்திற்கோ அதிகாரம் இல்லை.
(2) ஷரத்து ( 1 ) இல் உள்ள எதுவும், இந்தியாவின் எந்தப் பகுதியிலும் பொருட்கள் தட்டுப்பாட்டால் ஏற்படும் சூழ்நிலையைக் கையாள்வதற்காக அவ்வாறு செய்வது அவசியம் என்று அத்தகைய சட்டத்தால் அறிவிக்கப்பட்டால், எந்தவொரு பாகுபாடும் அல்லது முன்னுரிமை அல்லது வழங்குவதற்கு அங்கீகாரம் வழங்குவது, அல்லது அங்கீகாரம் வழங்குவது போன்றவற்றை பாராளுமன்றம் தடுக்காது."
303,Marathi,"303. व्यापार आणि वाणिज्य संदर्भात केंद्र आणि राज्यांच्या विधायी अधिकारांवर निर्बंध
(१) अनुच्छेद ३०२ मध्ये काहीही असले तरी, संसदेला किंवा राज्याच्या विधानमंडळाला कोणताही कायदा करण्याचा किंवा एका राज्याला दुसऱ्या राज्यावर प्राधान्य देण्याचा, किंवा एखाद्या राज्य आणि दुसऱ्या राज्यामध्ये कोणताही भेदभाव करण्याचा अधिकार देण्याचा अधिकार नाही.
(२) खंड (१) मधील कोणतीही गोष्ट संसदेला भारताच्या प्रदेशाच्या कोणत्याही भागामध्ये वस्तूंच्या टंचाईमुळे उद्भवलेल्या परिस्थितीला सामोरे जाण्याच्या उद्देशाने असे करणे आवश्यक आहे असे अशा कायद्याद्वारे घोषित केले असल्यास, कोणताही भेदभाव करण्यास किंवा देण्यास, कोणतेही प्राधान्य देण्यास किंवा देण्यास अधिकृत करण्यास संसदेला प्रतिबंध करणार नाही."
304,English,"304. Restrictions on trade, commerce and intercourse among States Notwithstanding anything in Article 301 or Article 303, the Legislature of a State may by law
(a) impose on goods imported from other States or the Union territories any tax to which similar goods manufactured or produced in that State are subject, so, however, as not to discriminate between goods so imported and goods so manufactured or produced; and
(b) impose such reasonable restrictions on the freedom of trade, commerce or intercourse with or within that State as may be required in the public interest: Provided that no Bill or amendment for the purposes of clause shall be introduced or moved in the Legislature of a State without the previous sanction of the President"
304,Hindi,"304. राज्यों के बीच व्यापार, वाणिज्य और संभोग पर प्रतिबंध अनुच्छेद 301 या अनुच्छेद 303 में किसी भी बात के बावजूद, किसी राज्य का विधानमंडल कानून द्वारा
(ए) अन्य राज्यों या केंद्र शासित प्रदेशों से आयातित वस्तुओं पर कोई भी कर लगा सकता है, जिसके अधीन उस राज्य में निर्मित या उत्पादित समान सामान हैं, ताकि, हालांकि, इस प्रकार आयातित वस्तुओं और इस प्रकार निर्मित या उत्पादित वस्तुओं के बीच भेदभाव न हो; और
(बी) उस राज्य के साथ या उसके भीतर व्यापार, वाणिज्य या संभोग की स्वतंत्रता पर ऐसे उचित प्रतिबंध लगा सकता है जो सार्वजनिक हित में आवश्यक हो: बशर्ते कि खंड के प्रयोजनों के लिए कोई भी विधेयक या संशोधन राष्ट्रपति की पूर्व मंजूरी के बिना किसी राज्य के विधानमंडल में पेश या स्थानांतरित नहीं किया जाएगा।"
304,Tamil,"304. மாநிலங்களுக்கு இடையே வர்த்தகம், வர்த்தகம் மற்றும் உடலுறவு மீதான கட்டுப்பாடுகள் பிரிவு 301 அல்லது பிரிவு 303 இல் எதுவாக இருந்தாலும், ஒரு மாநிலத்தின் சட்டமன்றம் சட்டப்படி செய்யலாம்
(அ) பிற மாநிலங்கள் அல்லது யூனியன் பிரதேசங்களில் இருந்து இறக்குமதி செய்யப்படும் பொருட்களுக்கு அந்த மாநிலத்தில் உற்பத்தி செய்யப்படும் அல்லது உற்பத்தி செய்யப்படும் அதே போன்ற பொருட்கள் உட்பட்ட எந்தவொரு வரியையும் விதிக்கலாம், எனவே, இறக்குமதி செய்யப்பட்ட பொருட்களுக்கும் அவ்வாறு தயாரிக்கப்பட்ட அல்லது உற்பத்தி செய்யப்படும் பொருட்களுக்கும் இடையில் பாகுபாடு காட்டக்கூடாது; மற்றும்
(ஆ) பொது நலன் கருதி அந்த மாநிலத்துடன் அல்லது அதற்குள்ளேயே வர்த்தகம், வர்த்தகம் அல்லது உடலுறவு சுதந்திரத்தின் மீது நியாயமான கட்டுப்பாடுகளை விதிக்கலாம்: குடியரசுத் தலைவரின் முன் அனுமதியின்றி ஒரு மாநிலத்தின் சட்டமன்றத்தில் சட்டப்பிரிவின் நோக்கங்களுக்காக எந்த மசோதாவும் திருத்தமும் அறிமுகப்படுத்தப்படவோ அல்லது முன்வைக்கப்படவோ கூடாது."
304,Marathi,"304. अनुच्छेद 301 किंवा अनुच्छेद 303 मधील काहीही असले तरीही राज्यांमधील व्यापार, वाणिज्य आणि परस्परसंबंधांवर निर्बंध, राज्याचे विधानमंडळ कायद्याद्वारे करू शकते
(अ) इतर राज्यांमधून किंवा केंद्रशासित प्रदेशांमधून आयात केलेल्या वस्तूंवर कोणताही कर लागू करणे ज्याच्या अधीन आहे त्या राज्यात उत्पादित किंवा उत्पादित केलेल्या समान वस्तू, तथापि, आयात केलेल्या वस्तू आणि अशा प्रकारे उत्पादित किंवा उत्पादित केलेल्या वस्तूंमध्ये भेदभाव करू नये; आणि
(ब) सार्वजनिक हितासाठी आवश्यक असेल त्या राज्यासोबत किंवा त्या राज्यामध्ये व्यापार, वाणिज्य किंवा संभोगाच्या स्वातंत्र्यावर असे वाजवी निर्बंध लादणे: परंतु राष्ट्रपतीच्या पूर्वीच्या मंजुरीशिवाय खंडाच्या हेतूसाठी कोणतेही विधेयक किंवा दुरुस्ती राज्याच्या विधिमंडळात मांडली किंवा हलवली जाणार नाही."
305,English,"305. Saving of existing laws and laws providing for State monopolies Nothing in Articles 301 and 303 shall affect the provisions of any existing law except in so far as the President may be order otherwise direct; and nothing in Article 301 shall affect the operation of any law made before the commencement of the Constitution (Fourth Amendment) Act, 1955 , in so far as it relates to, or prevent Parliament or the Legislature of a State from making any law relating to, any such matter as is referred to in sub clause (ii) of clause ( 6 ) of Article 19"
305,Hindi,"305. राज्य के एकाधिकार प्रदान करने वाले मौजूदा कानूनों और कानूनों की बचत, अनुच्छेद 301 और 303 में कुछ भी मौजूदा कानून के प्रावधानों को प्रभावित नहीं करेगा, सिवाय इसके कि जहां तक ​​​​राष्ट्रपति अन्यथा प्रत्यक्ष आदेश दे; और अनुच्छेद 301 की कोई भी बात संविधान (चौथा संशोधन) अधिनियम, 1955 के प्रारंभ होने से पहले बनाए गए किसी भी कानून के संचालन को प्रभावित नहीं करेगी, जहां तक ​​इसका संबंध है, या संसद या किसी राज्य के विधानमंडल को किसी ऐसे मामले से संबंधित कोई कानून बनाने से नहीं रोकता है, जैसा कि अनुच्छेद 19 के खंड (6) के उप खंड (ii) में संदर्भित है।"
305,Tamil,"305. மாநில ஏகபோகங்களுக்கு வழங்கும் தற்போதைய சட்டங்கள் மற்றும் சட்டங்களைச் சேமிப்பது, 301 மற்றும் 303 வது பிரிவுகளில் உள்ள எதுவும், குடியரசுத் தலைவரின் உத்தரவைத் தவிர, வேறுவிதமாக நேரடியாக இருக்கும் சட்டத்தின் விதிகளைப் பாதிக்காது; அரசியலமைப்பு (நான்காவது திருத்தம்) சட்டம், 1955 தொடங்குவதற்கு முன் உருவாக்கப்பட்ட எந்தவொரு சட்டத்தின் செயல்பாட்டையும், பிரிவு 301-ல் உள்ள எதுவும் பாதிக்காது, அது தொடர்பான எந்தவொரு சட்டத்தையும் பாராளுமன்றம் அல்லது மாநில சட்டமன்றம் உருவாக்குவதைத் தடுக்கிறது."
305,Marathi,"305. राज्याच्या मक्तेदारीसाठी उपलब्ध असलेले विद्यमान कायदे आणि कायदे जतन करणे, कलम 301 आणि 303 मधील कोणत्याही गोष्टीचा परिणाम कोणत्याही विद्यमान कायद्याच्या तरतुदींवर होणार नाही. आणि कलम 301 मधील कोणतीही गोष्ट संविधान (चौथी दुरुस्ती) अधिनियम, 1955 सुरू होण्यापूर्वी केलेल्या कोणत्याही कायद्याच्या कार्यप्रणालीवर परिणाम करणार नाही, जोपर्यंत तो संबंधित आहे, किंवा संसद किंवा राज्याच्या विधानमंडळाला कलम 6 च्या उपखंड (ii) 9 मध्ये संदर्भित अशा कोणत्याही बाबीशी संबंधित कोणताही कायदा बनवण्यापासून प्रतिबंधित करू शकत नाही."
306,English,"306. Power of certain States in Part B of the First Schedule to impose restrictions on trade and commerce Rep by the Constitution (Seventh Amendment) Act, 1956 , Section 29 and Schedule"
306,Hindi,"306. संविधान (सातवां संशोधन) अधिनियम, 1956, धारा 29 और अनुसूची द्वारा व्यापार और वाणिज्य प्रतिनिधि पर प्रतिबंध लगाने के लिए पहली अनुसूची के भाग बी में कुछ राज्यों की शक्ति"
306,Tamil,"306. அரசியலமைப்பு (ஏழாவது திருத்தம்) சட்டம், 1956, பிரிவு 29 மற்றும் அட்டவணை மூலம் வர்த்தகம் மற்றும் வர்த்தக பிரதிநிதிகளுக்கு கட்டுப்பாடுகளை விதிக்க முதல் அட்டவணையின் பகுதி B யில் சில மாநிலங்களின் அதிகாரம்"
306,Marathi,"306. राज्यघटना (सातवी दुरुस्ती) अधिनियम, 1956, कलम 29 आणि अनुसूची द्वारे व्यापार आणि वाणिज्य प्रतिनिधींवर निर्बंध लादण्यासाठी पहिल्या अनुसूचीच्या भाग ब मधील काही राज्यांची शक्ती"
307,English,"307. Appointment of authority for carrying out the purposes of Articles 301 to 304 Parliament may by law appoint such authority as it considers appropriate for carrying out the purposes of Articles 301, 302, 303 and 304, and confer on the authority so appointed such powers and such duties as it thinks necessary PART XIV SERVICES UNDER THE UNION AND THE STATES CHAPTER I SERVICES"
307,Hindi,"307. अनुच्छेद 301 से 304 के उद्देश्यों को पूरा करने के लिए प्राधिकारी की नियुक्ति संसद कानून द्वारा ऐसे प्राधिकारी को नियुक्त कर सकती है जिसे वह अनुच्छेद 301, 302, 303 और 304 के उद्देश्यों को पूरा करने के लिए उपयुक्त समझती है, और नियुक्त प्राधिकारी को ऐसी शक्तियां और ऐसे कर्तव्य प्रदान करती है जो वह आवश्यक समझती है। भाग XIV संघ और राज्यों के तहत सेवाएं अध्याय I सेवाएं"
307,Tamil,"307. உறுப்புரைகள் 301 முதல் 304 வரையிலான நோக்கங்களை நிறைவேற்றுவதற்கான அதிகாரத்தை நியமித்தல், 301, 302, 303 மற்றும் 304 ஆகியவற்றின் நோக்கங்களை நிறைவேற்றுவதற்குத் தகுந்ததாகக் கருதும் அதிகாரத்தை நாடாளுமன்றம் சட்டத்தின் மூலம் நியமிக்கலாம், மேலும் அந்த அதிகாரத்திற்குத் தேவையான அதிகாரங்களை வழங்கலாம். யூனியன் மற்றும் மாநிலங்கள் அத்தியாயம் I சேவைகள்"
307,Marathi,"307. अनुच्छेद 301 ते 304 ची उद्दिष्टे पार पाडण्यासाठी अधिकाराची नियुक्ती संसद कायद्याद्वारे अनुच्छेद 301, 302, 303 आणि 304 ची उद्दिष्टे पार पाडण्यासाठी योग्य वाटेल अशा प्राधिकरणाची नियुक्ती करू शकते आणि त्या अधिकाराला बहाल करू शकते म्हणून नियुक्त केलेले अधिकार आणि अशी कर्तव्ये जसे की पक्षकाराला वाटते. आणि राज्ये प्रकरण I सेवा"
308,English,"308. Interpretation In this Part, unless the context otherwise requires, the expression State does not include the State of Jammu and Kashmir"
308,Hindi,"308. व्याख्या इस भाग में, जब तक कि संदर्भ से अन्यथा अपेक्षित न हो, अभिव्यक्ति राज्य में जम्मू और कश्मीर राज्य शामिल नहीं है"
308,Tamil,"308. இந்த பகுதியில் விளக்கம், சூழல் வேறுவிதமாக தேவைப்படாவிட்டால், மாநிலத்தின் வெளிப்பாடு ஜம்மு மற்றும் காஷ்மீர் மாநிலத்தை உள்ளடக்காது"
308,Marathi,"308. या भागात व्याख्या, संदर्भ अन्यथा आवश्यक असल्याशिवाय, अभिव्यक्ती राज्यामध्ये जम्मू आणि काश्मीर राज्य समाविष्ट नाही"
309,English,"309. Recruitment and conditions of service of persons serving the Union or a State Subject to the provisions of this Constitution, Acts of the appropriate Legislature may regulate the recruitment, and conditions of service of persons appointed, to public services and posts in connection with the affairs of the Union or of any State: Provided that it shall be competent for the President or such person as he may direct in the case of services and posts in connection with the affairs of the Union, and for the Governor of a State or such person as he may direct in the case of services and posts in connection with the affairs of the State, to make rules regulating the recruitment, and the conditions of service of persons appointed, to such services and posts until provision in that behalf is made by or under an Act of the appropriate Legislature under this article, and any rules so made shall have effect subject to the provisions of any such Act"
309,Hindi,"309. संघ या राज्य की सेवा करने वाले व्यक्तियों की भर्ती और सेवा की शर्तें इस संविधान के प्रावधानों के अधीन, उपयुक्त विधानमंडल के अधिनियम संघ या किसी राज्य के मामलों के संबंध में सार्वजनिक सेवाओं और पदों पर भर्ती और नियुक्त व्यक्तियों की सेवा की शर्तों को विनियमित कर सकते हैं: बशर्ते कि यह राष्ट्रपति या ऐसे व्यक्ति के लिए सक्षम होगा जिसे वह संघ के मामलों के संबंध में सेवाओं और पदों के मामले में निर्देशित कर सकता है, और किसी राज्य के राज्यपाल या ऐसे व्यक्ति के लिए जिसे वह सेवाओं के मामले में निर्देशित कर सकता है और राज्य के मामलों के संबंध में पद, ऐसी सेवाओं और पदों पर भर्ती और नियुक्त व्यक्तियों की सेवा की शर्तों को विनियमित करने के लिए नियम बनाना, जब तक कि इस लेख के तहत उपयुक्त विधायिका के एक अधिनियम द्वारा या उसके तहत प्रावधान नहीं किया जाता है, और इस प्रकार बनाए गए कोई भी नियम ऐसे किसी भी अधिनियम के प्रावधानों के अधीन प्रभावी होंगे।"
309,Tamil,"309. இந்த அரசியலமைப்பின் விதிகளுக்கு உட்பட்டு யூனியன் அல்லது மாநிலத்தில் பணியாற்றும் நபர்களின் ஆட்சேர்ப்பு மற்றும் சேவை நிபந்தனைகள், யூனியன் அல்லது எந்தவொரு மாநிலத்தின் விவகாரங்கள் தொடர்பாக பொது சேவைகள் மற்றும் பதவிகளுக்கு நியமிக்கப்பட்ட நபர்களின் ஆட்சேர்ப்பு மற்றும் சேவை நிபந்தனைகளை பொருத்தமான சட்டமன்றத்தின் சட்டங்கள் ஒழுங்குபடுத்தலாம்: யூனியனின் விவகாரங்கள், மற்றும் ஒரு மாநில ஆளுநர் அல்லது மாநில விவகாரங்கள் தொடர்பாக சேவைகள் மற்றும் பதவிகள் விஷயத்தில் அவர் வழிநடத்தும் நபர்களுக்கு, ஆட்சேர்ப்பு மற்றும் நியமனம் செய்யப்பட்ட நபர்களின் சேவை நிபந்தனைகளை ஒழுங்குபடுத்தும் விதிகளை உருவாக்க வேண்டும்."
309,Marathi,"309. या राज्यघटनेच्या तरतुदींच्या अधीन असलेल्या संघ किंवा राज्यामध्ये सेवा करणाऱ्या व्यक्तींची भरती आणि सेवा शर्ती, योग्य विधानमंडळाचे कायदे संघाच्या किंवा कोणत्याही राज्याच्या कारभाराच्या संबंधात सार्वजनिक सेवा आणि पदांवर नियुक्त केलेल्या व्यक्तींच्या भरती आणि सेवेच्या अटींचे नियमन करू शकतात: जर तो अशा परिस्थितीत राष्ट्रपती किंवा राष्ट्रपती म्हणून थेट सेवा देऊ शकेल. आणि केंद्राच्या कारभाराशी संबंधित पदे, आणि राज्याच्या राज्यपालासाठी किंवा राज्याच्या कारभाराशी संबंधित सेवा आणि पदांच्या बाबतीत तो निर्देशित करू शकेल अशा व्यक्तीसाठी, भरतीचे नियमन करण्यासाठी आणि नियुक्त केलेल्या व्यक्तींच्या सेवेच्या अटी, अशा सेवा आणि पदांवर, त्या अनुषंगाने तरतूद होईपर्यंत या कायद्याच्या अंतर्गत किंवा कायद्याच्या अंतर्गत कोणत्याही कायद्यानुसार किंवा त्या अंतर्गत तरतूद केली जाईल. अशा कोणत्याही कायद्याच्या तरतुदी"
310,English,"310. Tenure of office of persons serving the Union or a State
(1) Except as expressly provided by this Constitution, every person who is a member of a defence service or of a civil service of the Union or of an all India service or holds any post connected with defence or any civil post under the Union, holds office during the pleasure of the President, and every person who is a member of a civil service of a State or holds any civil post under a State holds office during the pleasure of the Governor of the State
(2) Notwithstanding that a person holding a civil post under the Union or a State holds office during the pleasure of the President or, as the case may be, of the Governor of the State, any contract under which a person, not being a member of a defence service or of an all India service or of a civil service of the Union or a State, is appointed under this Constitution to hold such a post may, if the President or the Governor as the case may be, deems it necessary in order to secure the services of a person having special qualifications, provide for the payment to him of compensation, if before the expiration of an agreed period, that post is abolished or he is, for reasons not connected with any misconduct on his part, required to vacate that post"
310,Hindi,"310. संघ या राज्य की सेवा करने वाले व्यक्तियों का पदावधि
(1) इस संविधान द्वारा स्पष्ट रूप से प्रदान किए गए प्रावधानों को छोड़कर, प्रत्येक व्यक्ति जो रक्षा सेवा का सदस्य है या संघ की सिविल सेवा या अखिल भारतीय सेवा का है या रक्षा से जुड़ा कोई पद रखता है या संघ के तहत कोई नागरिक पद रखता है, राष्ट्रपति की इच्छा पर पद धारण करता है, और प्रत्येक व्यक्ति जो किसी राज्य की सिविल सेवा का सदस्य है या किसी राज्य के अधीन कोई नागरिक पद रखता है वह राज्य के राज्यपाल की इच्छा पर पद धारण करता है।
(2) इस बात के बावजूद कि संघ या राज्य के अधीन सिविल पद धारण करने वाला कोई व्यक्ति, जैसा भी मामला हो, राष्ट्रपति या राज्य के राज्यपाल की इच्छानुसार पद धारण करता है, कोई भी अनुबंध जिसके तहत एक व्यक्ति, जो रक्षा सेवा या अखिल भारतीय सेवा या संघ या राज्य की सिविल सेवा का सदस्य नहीं है, को इस संविधान के तहत ऐसा पद धारण करने के लिए नियुक्त किया जाता है, यदि राष्ट्रपति या राज्यपाल, जैसा भी मामला हो, विशेष योग्यता वाले व्यक्ति की सेवाओं को सुरक्षित करने के लिए इसे आवश्यक मानते हैं। योग्यताएं, उसे मुआवजे के भुगतान का प्रावधान करें, यदि एक सहमत अवधि की समाप्ति से पहले, वह पद समाप्त कर दिया जाता है या, उसकी ओर से किसी भी कदाचार से जुड़े कारणों से, उस पद को खाली करने की आवश्यकता नहीं होती है"
310,Tamil,"310. யூனியன் அல்லது மாநிலத்திற்கு சேவை செய்யும் நபர்களின் பதவிக் காலம்
(1) இந்த அரசியலமைப்பின் மூலம் வெளிப்படையாக வழங்கப்பட்டுள்ளதைத் தவிர, பாதுகாப்பு சேவை அல்லது யூனியன் அல்லது அகில இந்திய சேவையில் உறுப்பினராக உள்ள ஒவ்வொரு நபரும், பாதுகாப்புடன் தொடர்புடைய எந்தப் பதவியையும் அல்லது யூனியனின் கீழ் ஏதேனும் சிவில் பதவியையும் வகிக்கிறார், குடியரசுத் தலைவரின் விருப்பத்தின் போது பதவி வகிக்கிறார்.
(2) யூனியன் அல்லது மாநிலத்தின் கீழ் ஒரு சிவில் பதவியை வகிக்கும் ஒருவர் குடியரசுத் தலைவரின் விருப்பத்தின் போது அல்லது மாநில ஆளுநரின் விருப்பத்தின் போது பதவி வகித்தாலும், எந்தவொரு ஒப்பந்தத்தின் கீழ் ஒரு நபர், பாதுகாப்பு சேவை அல்லது அகில இந்திய சேவை அல்லது யூனியன் அல்லது மாநிலத்தின் சிவில் சேவையில் உறுப்பினராக இல்லாதவர், இந்த அரசியலமைப்பின் கீழ் நியமிக்கப்படுகிறார். சிறப்புத் தகுதிகளைக் கொண்ட ஒருவர், ஒப்புக்கொள்ளப்பட்ட காலக்கெடு முடிவதற்குள், அந்தப் பதவி நீக்கப்பட்டாலோ அல்லது அவர் எந்தத் தவறான நடத்தையில் ஈடுபடாத காரணத்தினாலோ, அந்தப் பதவியைக் காலி செய்ய வேண்டியிருந்தால், அவருக்கு இழப்பீடு வழங்க வேண்டும்."
310,Marathi,"310. संघ किंवा राज्याची सेवा करणाऱ्या व्यक्तींच्या पदाचा कार्यकाळ
(१) या संविधानाद्वारे स्पष्टपणे प्रदान केल्याशिवाय, प्रत्येक व्यक्ती जी संरक्षण सेवेचा किंवा संघाच्या नागरी सेवेचा किंवा अखिल भारतीय सेवेचा सदस्य आहे किंवा संरक्षणाशी संबंधित कोणतेही पद किंवा संघाच्या अंतर्गत कोणत्याही नागरी पदावर आहे, राष्ट्रपतीच्या आनंदादरम्यान पद धारण करते आणि प्रत्येक व्यक्ती जी एखाद्या राज्याच्या नागरी सेवेचा सदस्य आहे किंवा राज्याच्या राज्याच्या अंतर्गत कोणतेही नागरी पद धारण करते.
(२) संघ किंवा राज्यांतर्गत नागरी पद धारण करणारी व्यक्ती राष्ट्रपतींच्या किंवा राज्याच्या राज्यपालांच्या मर्जीनुसार पद धारण करते, असे असले तरी, ज्याच्या अंतर्गत एखादी व्यक्ती, संरक्षण सेवेची किंवा अखिल भारतीय सेवेची किंवा संघाच्या किंवा राज्याच्या नागरी सेवेची सदस्य नसलेली व्यक्ती नसताना, या घटनेनुसार नियुक्त केली जाते किंवा राष्ट्रपती असे पद धारण करू शकतील, अशा परिस्थितीत राष्ट्रपती असेल. विशेष पात्रता असलेल्या व्यक्तीच्या सेवा सुरक्षित करण्यासाठी, त्याला भरपाईची तरतूद करण्यासाठी, जर मान्य कालावधी संपण्यापूर्वी, ते पद रद्द केले गेले असेल किंवा त्याच्याकडून कोणत्याही गैरवर्तणुकीशी संबंधित नसलेल्या कारणास्तव, ते पद रिक्त करणे आवश्यक आहे असे समजते."
